,name,lat,lng,,comment,link
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_10-12-24.jpg,13.41145669,80.29064603,2018-06-04_10-12-24.jpg,"Eutrophicated Water, Bush fencing, Hut, Shrimp farm",https://lh3.googleusercontent.com/zDEdoXiF1oPBz5IavLx-AtrOm53xEVjsfgQj-5lsmn5ID8BiVBnGZ27vDE8bDxdVnqQ_yTP3AHl6RMUCTmMzKoRgQQ8gh6aio62FxxcBYqIdbZP_uUjsX8UwmqfcsDPWURx63jPbddCoiuw2xn6NEf7mtZ1NMP1LDIo0Eyz_YjIz_nO0zaRjd0Oo7TAmixw9p5ZTFGgQTaBoiVo9ivawGth9wKQAy9gm85fZM-cohU74yj3c7SiZ1WOeWVMEcK7rxFglvHEuIkLPTJ0GyTRGnikX_Q7oKptumPMr3yi4o_zYxxAtOs4mCsc71GqympJCK2sVcpjSwYxEb1qtgL2tKxQeYMo9O_qjmA_m79ieQbpfKNviTFEaetQFP4Uue0zgl5fzvd8kmJs7anATS7QSlTSxqKkhb3G2ud3YqCes8rU8JE3bGPUQxrcBH4ouKezgYotRiuzbGpm0PDvkQy73N2bXAzJMyEFmHRctCffhe34H34vAIDNINnGohrp0YMN3NMF6TKv7-oVb7qk3q8IvxECBNXQqpu9ii8wXrJyyGQBe3UV2Jr333ZyQkVUgSUEHUV77usbG4jffkmVUqdnx4t2CnZNy8WER99T9kKurBSgBcZhTKjCEyx6NbNKnOOGPT3C7y82vIznzAtaPQ11TYTUilHY9z29sOEPCG__fjOl2EpETguFTSOHM_P66=w834-h625-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_10-16-19.jpg,13.41086903,80.28868919,2018-06-04_10-16-19.jpg,Releasing water directly outside,https://lh3.googleusercontent.com/JP6Gzwp3EZ8txIueX5kKySZfZvmrmyivwUfo_kQuE32JptpOuBXwxjjhisQSmso8-Utc-ew5ztQe35B86eBzTTzxcDWPSw8LqbuvAYd3ax2Khw47n84zXw5NnZgKbRr7yMNIGlu_-FkJdP2b5FDTcGwb_ZsdWGRQjx_RK1G_omQn3yixwk2Irilv_upX1h-Py3OQhW3LV83w-FSCV3D3OKTC84JKp-erDklhjuJH4HoJfEXOQ7ttb0LwDdJI6uLv4S_9ZxwJcpPjefYvzYIwC_qr63ytXz3_rGHDYAGv5EZvbUrVeWbLXrFpIkqEZVzZECfmb_fBI-T9-Cg6LIdeCuW0th3NEo_wXXjxNNqdiFYxNEzv1UbDM3mqXh24Kdk-1XWtIFbyHzgwFSqLogf_frTRmXG57sH45jNBlEXtrZtEsscBLP_YsP6brPUhUup8H6fqDS1IiW9A129rqo3JgfMKuZbeejFfVClhd4BfmuBvMGuYoqajOabt3OGpGokMJcedlsy8TKiwdik62Owtoa6Ec6nl_9hiiFzzSYqeAXRwTvc3PxSOao46MjmygJVvFs3PlYavrpHvTaPJyth_h3gFsSIHjj148mUx_Gv355tYGWxkUDQa_2yg_Zx7ZYrTMft4v9QZYF9zlqaU5-76idI1e0AMK06YnM5Pendy72C5vP7lKveQyl3QKo09=w469-h625-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_10-17-40.jpg,13.41018706,80.28725814,2018-06-04_10-17-40.jpg,Supposedly owned by the shrimp farmer adjacent to the shrimp farm,https://lh3.googleusercontent.com/JZDJm6gLhVyq06F2wt5ln6FKFjtDmBoVqEBr1ow6F0CPJWPteNSBjwJxoY1uzN8KbqYM5V0oEn76IQwfIRNaKNLcFcQfkFbobs0CtZm2_na1_iWFEeke5qyRmNjgS8T8U37JNpKBpGUMZscU_S4BaYrMpZfyqxWJk7gWWUODpM5MmL6h7qs3lZogFrtHQ-XMBFlU9BXDPac8j6d_afhmBOWFFSxjC3qWfQhH2aG-LZOvGiTCYGGoc0xOGZjRF1hly1VdpCq38siDX99LUfraNFCBdZu1yirJ9qK9BDrN21f2i5_-lHiMRg-fmlMh7nAg4vpJoN0NBY2ouC8w0_V2YLauFgHP-33oKit29fE7K4Svktszqhoc4A04nfx6SW0pdxslsul43Z9BqLBR7UzB9csf72dCz72v75kiYQZGkUENihNG1vfBCW7PhVAQLx0nRq0tLJbGQ3U8e4sXDFeexQcJByztpmm2XBvs4XotmoZySD2zIJZYu2P-hcgu8c_FChUzvHAwmUbi7m3rq52rPTcLqbHU21PFLPkExYfTBgAM7WUd7PRSXZeVZpI3OzJzA-npEuhhBx5PMACADibC0hthXLxw6OFXiU5ewS19OBAWS2LvTJTYwiJ3sGvow4zMGsuptusKJXEkJXBcPc9F1sysdihizFy6Vdk66xKTNmF67l1873Sl7nZFNopW=w834-h625-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_10-45-43.jpg,13.42526794,80.28826814,2018-06-04_10-45-43.jpg,Land beyond the lake,https://lh3.googleusercontent.com/2cAgh9Lxr6jJ4SHKnhRDCVPNyp_0bw8K5CiypmYeWsnsIrmHqEG4hSfeQC9vTDdJJRQXbiSoT9ZyD3XBERg3HUr_mUREvv04w5BM5QovLaq4rOu20bUips1lxTt2Kdn7fk1LtWi7FCKTYc2-W5eYh9Vp5V5w4sZjzRibQHwhGvxhzKlB9gcVrD6u30CFKSlSP2uf3j1CVa5NqiWg4yAWCo0W8_D86NL967w1K1QH1TfiG6TZynHYq9mLVkNOrJ55Z3bdb9uJ0BKwJ2XYMf8lgqOq0-6or5rvlqrj2VpS4K-t_A7bIo--KdSk0cyhAfgf4ujXADWdR1fy2JMSmrhWX9YAoXTk6exRnaJJ_ti71mG8UD2rjQw4HdKpRwGCJL6SjACOq9cN_UDsvspuSDxInSP-OJ3fBYauNdCcGwJ-GKzf0jNw9boUeJVN-buISs9YWRzIct5Fs4IdVhIzo889ENdRzwY1uFQr5oFeA_RhFiaa5mwdHpcnQzafNscx7V2tlt-88Wms3Ls8ohgaMzQFbhUewMlTPtG8VNXMRkCIz-XpbJ8mvaKIgaLwg7HouUDSg0tCBs3ewAerKG9sMUf-lWlX2XQ-74GAx4lib3MNYEj_1qyBpjI0nPnxqtw2sNrbssfYXs896POEDHkP5qB23n2qRXCwmU9EziqMeqJt9SZBpoOUmLRJs-FsZfeJ=w361-h271-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_10-52-14.jpg,13.42294392,80.29034842,2018-06-04_10-52-14.jpg,Local flora,https://lh3.googleusercontent.com/PotQOgkwKbrg_8GiGc8_383gdTy-uYl5xQBaiP3JdVp8p49D-KhPVchuOmyS8DqQaj-ePqnB5b5Zc8i0Td5h6dGPcjMS-sMD5OsRUag0n547OC-Tkn6nCySTj5VoT6Dhzqu_w9wc6kVHqTPATMZ-e9CQGgtTop-faf6O5LxibsFae3-IWS7v3FOeIqzd-BWlRXa48JqpJCfDnJrbGvqN5yYp7VibI7hX0bl0k75OGqPVCtewGYpqgeCgjVMB9NK33n_Pjjau1fjxCkvQvVE9h2G2pfXfiizwRfR2Lk0Aro_mR-bCV6sQKjjFOPOhOtWV82eZ6tS8PFbQCs2tcwJyaMDoUXaD9U-t0kUFyqZoyM3eUJGsUJkCgXoK3UCMICMOTyyUR4P3R0ngpxbW4riToOcVpd2vgs5-5J6fxOn6zbuGW7DzNoMfe14TmqEGka9OgrZTEgO7cI03hPVeqAPhPK1QApVr1mGW8-Y69p8wT3_4mEE3ei5PyMaqmsOIGLl0YozmQXwyGHe_eFXhLAllf_oDYpFqo77tI43acyjsN245dUE76Z5sKIrPzj20SxEUAk_4f9Ij4lgFL1SnSpOMyAUFNSMGrjOeEx6EPKAJGtuCMyIbVOeGJ74adO6D2CzLIkRBGkEFhQJgNliI0jXVbyO-rwul_eZN3yuKBr1bEXVxc-uktn-uK7oQHE4r=w469-h625-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_11-23-18.jpg,13.42467733,80.29762136,2018-06-04_11-23-18.jpg,Shrimp farm,https://lh3.googleusercontent.com/lNfqnKQf7i3uTcZFJYU7hOzMUNczshyopgCFPdESAlGxjKc1oZI9Jhkkke2qsU6yTr-ku9FHBy0kGQPiKN-dYa3N8CEKtE6LXfpDhinCv86mSJIy56FSXSXdmFL7ttt4OaK1HVfSJLDr597YMgTpoTtuFMJ8l7A1C7grUzzt6EwuIraWkfIXezRQe8TqzHkcZ4vztfceln0zoJg9Kj5KuMQj0kxq8-bKw5w0sh8DXUxzJ4nh7RCjtTrNM48AwJo5dZYM0_hWKufiZxFpunZA73FzVXod68V54i2-Qe8QyGVEnbSTiBTInaptlGP3nTSyJtvQmdYTm5Cr4uISNAGlUuTjNo6RJvbL1mmr_9UrmymgT6JDwIv_qiCH4pI06lgzhovNuMbQ6vm1KcGSgz06_bc62tayzNOafgSCBEFxJ3zzoDfHDKtqDqhn6r2wbltvMtT6dLRCzliPK5y28w1QVwct-GZCjXHLFh5nJY1vbo2zqrk5XUiNz3iPnRtlzc5xr25v_59sqgh_3Dcn9LvcPt6wxzERsUdiCfPgTBX767qf0oQBPjG38grBHuF8GTxtneLZa3D9utmfrDVjjU_Rdw5-e0Dbgn_fKwQWEdeD2nVR6TMcHoLASCj7Z2Gc3ACIU8UwVjR2Roq_2qdPz0lOLsej0_w339ROi46N_vbfsAkk-lWTVvgpej9XdWdW=w469-h625-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_11-26-23.jpg,13.42538744,80.29850931,2018-06-04_11-26-23.jpg,Eutrophication?,https://lh3.googleusercontent.com/kkWmJIL5P12jBfn06rRMqMgGD558VPyRMF8ODYUrqofrvD43eA2MpDnHb_Y3kl1mvDwvUfBbpXr3-Enjql_3Cm01wI2mJlB7cnPGBGgmEoepwut54dHRHaWEAWbSndKabDcRYP29tjQ22aJtRedamv1GS8-8RpP37shwtBMiDmDmxk_vH_avfsadcrCG6Lr7oFJtvPLmfCep7-GoOBfjCLNHB5Evm869vahED5xk0aedYwkAXGydaWquT7Lhe3rUsIzpOhdaTks1hHnHuhLJE1NMyp-VAmltqbsPcSjhWBSEfxxLg6lguNHg_Ylp91NfoP_9RQE19hHIaPwLW9Eq_XfIODbPSQEi1e4v2C2jU29KbwwNS16PuEnKoKkwwBEye-GATLWMtl5EtxtkDKhXWzt2CG_kBqa7JGQjWskEiyk8wbe-b9-5wru9sItSx3jOprez0d4lE5riHU97l_esMY9v0xhVGkszp-ptGvzHGp56N9j6jClXCPqeQwttM0GZ810iu7SuV4XNJApql0wdmkOP7pDnHw4uQ2DmPrxkq7wX6uvUO6Mt3zHy9wql70aZD0tDYNtAm0F7i4jin-7w7sbQknlLZilChb5KJ5wmzmQfW4jec4Ibvpe2MaS6jxNFDkA8GiNx4E8iYrO29Ki2MZVMq4qz-hT_HMzDbsBynnbZAkWNYH6rMfd7fRtP=w469-h625-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_11-28-13.jpg,13.42551942,80.29900908,2018-06-04_11-28-13.jpg,Not sure what this is!,https://lh3.googleusercontent.com/0nJoD1j-NXT_oOxxwPDiQhi-P_1JXZQOuWs57ahumht7MghshvxU9vTZDhwp76JIMNIYpD6tJSB48720dDuLxsPMPYLqw6Yxnr-JbljaVdisGtipRAwsmjQfj-3XYHsPzRbjOZ-15XTPumNXk4qmwfDUUo_rc-6E2ySviYOkG0iNVIRiwZ_5bhw9d6b0RiL6_SD7qDtWKvqgBLzEMyPfA04KsK0a1igNfcD256JmWSevxBBmmvNWuu5zWPibj9oQ2e0-q3cNuma1X6cppb56S75Nw9CTwHOy1hY9xb6gWl0wzH2yg_wCirnk_86YULJ0Fp8j0iJV9myTpHLCLK-tEA_iz9G8QBMrpJbrxB4qQNpwxwAx5DIOhlhhBUWuNi7Oyj8ZsHOdWaoUcjqQL1Q9ervU4LHE6KwV63re_225xIehlsPKJHhHXgG-wNy0mvjkDs1tHlkw2Yt-vt2_AnOQUQLR5HnmK09mtMnYVjSJ35EKtHC8beYMm-AYZxFJjsv6XnL4eBkqlgCIntKvl9VkRIQHTyZTFQduRwFAADRCl6pRFL-hy_F2028ruAXbO2oir2iBUc6aCO2EZaaCCF9-ebaAP8aGgdXXSG3KgLCWySiSrJWFuyfyjOTQ8ISpDYl32GbWOSQsW2-vdZxee0KahEhtT36bgrEY1DJXJ5_oA-buZEbcN51G7lt0QF_L=w469-h625-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_12-44-12.jpg,13.42357472,80.27310864,2018-06-04_12-44-12.jpg,Abandoned land,https://lh3.googleusercontent.com/J9ShlhCrBW0UaYv8XahZXecSVoeVBoLKu6SpZH63dW0AfMLp2Ka8N8mnDHSL8fhgprWIuumlaiP3SixdI8l-LGGCFdGq3VmY8l_IcqQK7wQ2CBywQw8sB8upb0xipNt5DxWHnfdEa70jV7CQ-g2KTR0hIO_r3SEAK0bfin1Z6XfB44w4PVHWOguXX4ZvY_wAaICOvEd7cJfavdIZykU4gGoGlaOFms6r7axQ8nqLzDQoGeaBBmeG8EHftJKYwi7npi7TKZajxINLvymOCzwW30qW3aW2GsYTlOKlVDQ-6ZmN6SpoDg0kYsZssKXQBIbmrGANXUnCOnzgHK8A8FWdDyYF-QDyJtiyo5qTHb5iiMMhIeNuIQ0abCimyMi9kgqi9xynuD4I3bMYM8A651-1ZU-yyyCgfZtQiw6VWQOvgx9dRwCp_Ovm67EKh9G5NZf6E9krpalMpXp5nTMGOLXsex-cwe1nZEfBJyDeyVSZQ-KSq_OZRmfJFLqJgd-h75ZiMPiJig-7ZQyPFN1SOxWwTkAMpA1sofgHHvMAWuMcavrXFut6ABhOm24MkKvdXK_sS5ToB_FjAdzfVNkt0ZEtcFSGdGUFJ3EL12pipA7fsuTG869SvB4Cl31V0LQlcJB7EboEwBKOoyKhSvtvwfBex6q5bTSOfOQ9LQneeqShqSh_I9abyemZ7jWMu67o=w469-h625-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_12-44-58.jpg,13.42360714,80.27304917,2018-06-04_12-44-58.jpg,Abdandoned land,https://lh3.googleusercontent.com/djgsnQKZetQ8Y33nCbGlBOabfHOk_a8yYjVYqS4o4gr5t8ZF5zwEvP3eK5rVwPKySyVM1hJMC5jJipvi-urUA2wdNhjAPID-cAL-OE4lCrOAwr1yfOd7f_E-NSg_PLXFiGz73TiBIkO86M5I1DcIncvkJMrCTIRYtQeXOcE4B6LeSTPmKbvL0fDccbaO1YaCVMUOQ8aiMur6a0ETgyHOv4KD6bAKTmasMAyKEGQJFr9_VD4WMIQ8XzLbT1BXMia8-5ZFwsNlvFQY61VdEhiaPAw9Z_s6pUpz53m3I9crjzjj3G-IceinQqwv7iqbrAqPAkhOJo15pl-8CF34QqS59wB9L0cn6gpE9Q8qIIArKELH3mP1Iai6e1Sxwg7bgH2A3AxtIutu1C_M5So6k7cVoBJ2sgs2syoZCOBMqyGeXV787J--Sr8CTPHLrDQxWfu6MMLiOVR_MkJORBixBoI4j06af2VP5rkTCGlZBo141ehIPHrKTKkYIXWBBp3LG6qY2mP6cdA0vA5Cv4VzJO6cX5QBHx2FTHBzq6-iEXaOWohd-0DNQ5SJDOBBLo4I09NAqfrD4KfdAOzAgZ0AI0FIHky7VDsAM60CCDSrmTx5nHn533U50_apcn87BtiDk-pi6z3lwIw7diqtbJb38AvFPisHtOjmgl2pTW5FK4DYnWfsJF3Tx6mqtJH-Wluj=w469-h625-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_12-46-11.jpg,13.42395769,80.27336033,2018-06-04_12-46-11.jpg,Dirty Water,https://lh3.googleusercontent.com/kp5RkMKwYKR2QYxE3aBzfEF7VeWISkMVFM9N3KC2yiFwNYUft2AKqg_wAlfhoy1JCMTHrre5Ol0H9K89MrqypuM9eHNYG6sxXqOgZ4Be0kDC0Q6JfK0T61Y_Z12I2wx11zcW37fcQIPlRQG0UL8nqLrJMFfjhHxxj1HdkxGw42raJ3cqfMAGy1HvbiwsgFCgBSN8iFM3wcw5v_Zn-Ubv6BUW7NmJLQWYC5p76tDyfJXQkyMR8V8Kl-XaKbx31Z2y5DzhJdmAFDsjpuDNz4W3upcTNv9sEtyA4BUXh39SXB1_sscoIHGhRSLXLQF6kHy-sgbAoBT-cF0QJD2LLQHiIzXKeqcu1-MsY4qbitO6R7d9_BTo6DhxPiUEebg179OeJ44hxgO65WVX5ZVmukEWk6M6OtbKr5m0dSZDfOLWww4Ndq54RS_JE9tIwuxyrfxMq92WxUizfKEPfSnoIHhKnGqjiOF4Vc-sxTqUSNcpnFhOrS1deT_ztRcQwQ2nmA5VsKL8xAs6a7q8C5y6wrIs1R2NWFDH4eNc3ssjPKg427YLCZqcueCEZ9lV4mT8av7MLS3Hg3uMQg6CH2hd8f6uuphhWa0Yv15Q5NUOLQr4ECY94KbibVAI5xfqYnaxnlVCKszKN4Qo3bvsfDkh7iLJ18asWM7LLN84dxlZlh7YWNPsHYpw2x7lyFGNPnnz=w469-h625-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_12-47-18.jpg,13.42446894,80.27364464,2018-06-04_12-47-18.jpg,Outlet to the lake,https://lh3.googleusercontent.com/TZzzs3ivnF4D1RtimqC-ZMTKLes-p_PMgxc0sDmVz4eQzhoVx4jtXM8zzb61JoIM1prO3hxtZ9lhIjsJJgYMXjUk7U19ckAipVzNycT9yXTL4EwiZEsu0nHuTnJk-FmAH0dssQVX-s2eoycp84oyFotiuP8gH5mMimGfwm6ZraXvbMSzei-Mj1o3LCN07al1xPDKWUnO5us9u7eZhSzObMHoi-SxScuGetf_TRWjCIY5bOfpbdh3y-aoLsYV6bQj_DuNtRlpzkAPesN58eEmyN7lF5b2HKLWRfMq8ksDN99fObzVyqb0kU8puZfy3qalyII0YWMwdLjyld4QvE87FrZJv1dnAgAdVh4ijI9U_6vHLPlV-4WoHvatCywHB0erqt48zKkl_pC0XB5Yqi-4X7_I0n7dgZ1248nr_c80dszoPCD7Je13n--iWv-TQHN00K84-n_Z3Xq2pS7I9kmA0cI92SudTwYSkaUaT6C1W4Hq2Q-oXRp64aMjCeIdcaY_obR2Py_gLOkvwmMtANKt-5LiB_frACXH6k1Q_RXUSXx3CNWsZb70xQ0_MoaJz4QcK616EMTwxpgVQJ4qUEBxsTk380qugBFjVX3Ad_lY83XQzHw1-qAyLuzVMjRjaeI2JZHARI4MQ00RVJMMldOkeoAU-52ENgOFRzOE-d7yAYVImzjVZLnL3gPexI-5=w469-h625-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_13-07-21.jpg,13.42989839,80.27949656,2018-06-04_13-07-21.jpg,Getting ready!,https://lh3.googleusercontent.com/lfgnBnua7mFSKG8CQU-gIa625Ljm-y6bgIsKAsvn8Cj7YgVaigfXeBZ-fb4KX96JRAC7xTdMpaBVpabboUgSZU3cRFuzlqOiyCRspVUsMSz5ZNKkh_zeahieITOorOZkYIpim_qN99mQTeCd5GlGHdCv1TMmbHOWr3opZw73vqzaM8VgNOX7YLsW5wp5UOynUWhlRz-DKo9zz1hyX2syHFdmbNyfq7V2djlPvvSfaey96Ujtr-SmZPBJCPHFzQE4XdbGFTSo9bOYOGyuAfAttxAhEw17y2Hr-9yE17MoAeQe5THbKVRlssC77bN-aDQT6Xv5qMJ15NV3PKQKvkZ4quhW95YfTeHVrU8w5yy3frQknhrTIxSnEoZEqGH6rr1h3FQ_ldU4kOISKIEXIqgeMGZFET_R4JlaX2ExCrFNcV30NibY-2ajVdeo_E1qOTJLtLt0tpEhbB0ISYcyQhvo7VG-sTCmughQUHxaCmpu-jP8380WBko5k4CW0THH9ZYGPF0Q4p_1gYkMh3JvRulU6l3wL3TkYXcMPd4XLaTTIKTX2O_EIGe5xMg9nZVzSegJLwAdBglWc7illVr--nk4RIpxPWr4G8xAFtuBQvl_MJWkFi_TUk2XHREcdcHkzznADV721IGNgckp6-IUMACT17EjuwE1QKWseu7A2r8hGDvILYt0rLpW5dXXIe6Q=w469-h625-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_13-10-54.jpg,13.43073806,80.27977778,2018-06-04_13-10-54.jpg,Dumping of Potassium Permanaganate outside the farm and a Goat grazing nearby,https://lh3.googleusercontent.com/2wNjb9VKOtPSTKJDlS7MArojrsVrVwR3QSwKp7NyOYcP_fQ1VIZnMbziH2vxX-G3H9dLJqOQ82D9MkGqZBC-Yw4GjWVEqdBWpQRn6xYqsWxfSUb_bo_rGE96GkzIoH-0cjBT1_vkmgdVIwyGK00oMGTlyrddx6fu5dUexiJUQAEO-S62nwCDifmt5bN_qd7lUODCTJMApyUUfm9qtHyJGrSTUbigpdW93ZJkTimjv1FlBRLw96kAN79WSsuIw3hV3QnrdvMFYZnlUHtmbUWpLabjw2oew_lJX5_30XTkWmDY7uVWejHdYGOtPlYUp9AQ9HLBGR7EpqWLQkuhqYbqHLjEHUTpc1yE96dt_28jQeRXLD9wZ7gY-ko6QDtwaW8N1I3lVKIY5absgpvr1GzNTpP0r4lfzadPMVCdNCnio4iDRxm6r63CVzLgltHZkkpKabIHWJcsFWPXyXZlgia8BDzrMmTm67ct4g8Y4NhazTaoyjIM8DudpmvAx1y__jnlDbBjSrw54iGFF393k4JwuuexyTgv5e8nU6o_4WI23-TnItEHN-QHvsji9RdXeapYv8wSi1QZlHExZ3QyiBproigMt2xZJBB-1Q4IKYFi1-Y25QHZ-wItGqpg4WquojDiBYS0fo2ytRqDPusAGBBDIU9UFO_3pliYBM8iYdZJk7siaUMXSxuJgD2FnWRe=w469-h625-no?authuser=2
C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\,C:\Users\user\Documents\Jeffrey\CTARA\SEM2\TD609\Field Stay\Maps\DR\OSM tracker\2018-06-04_09-23-02\2018-06-04_13-13-41.jpg,13.4314485,80.28017778,2018-06-04_13-13-41.jpg,Unclean dumping of chemicals,https://lh3.googleusercontent.com/Wb2QGRkDDbvuEPg7bFpIWJO1-9GZs_sAbAL8blJAvwEr3HqdWbxu6EsNMmjylIRQ6SWxltpROub97AWrMMFows1DvyqEBedshUSiBwpkWKJzeSKwQAX_c1VWA2F09PX24Kjluys9wUtbDpvJKYDQF25_I4dWwbpjEexc0vkRgLV0z8KoRrb5SvbCefkuUGvlFtiSfHWJ8-b0GfcKgaRpRMKmDjUw7ILQUo27VCELNihIttpTW90VlToYz6OKj8GJtOwiBMcVP6JSk5NsFr_361hzJl6p9DHbtfjAqWmO8x0EZ0ACc_eWNcflO7hPlhV4bqZtfa1bv8kF5kjoJ7K7UoluRx6aYDkGUc9z6kfWSnESUYnAA6bcdPmAwayCNZVO0AjMNSiWXgvNlOeUVIPUY9pwym9-Qq-XEwL3DhIkQv5mlg3VUfsdLDlAHlBE7LoHdk1GeHfcE0xM2y5FxGFnRftGr9QLeFbmWB48XP2uEHuPuNfJ7fTTmDdBqLVPFOUlyMShJ8o3csbiKHB7jsM47YjL9y3PZPsfqpafqZc155cfA-djqCvg79AcDKlunzuW-IGKf2lSwBCnyLj3zGDa4RbybLMQA1mZJfJoTxDeuAx1FuAnXo5x3hJJ8qBTq6UHa8-YE8qT2Siqxv1cZCjAFj_XIAvTPz1f2VkqgVe3rJ5ZKHMVHurUTpqA1oIq=w469-h625-no?authuser=2
